# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 15 15:49:49 2019
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%CONFIRMED%')
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [AU]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_tce_plnt_num,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,ra,dec,koi_kepmag
635,5689351,K00505.02,Kepler-169 c,CONFIRMED,6.195436930,134.7185400,0.0826,2.74500,2.5830e+02,1.47,0.0626,89.95,884.0,144.20,4,5173.00,4.422,0.2600,0.9390,0.8500,,285.999880,40.919319,14.194
636,5689351,K00505.03,Kepler-169 b,CONFIRMED,3.250580530,133.6962400,0.2259,2.16100,1.9870e+02,1.30,0.0407,88.81,1096.0,341.13,5,5173.00,4.422,0.2600,0.9390,0.8500,,285.999880,40.919319,14.194
637,5689351,K00505.04,Kepler-169 d,CONFIRMED,8.348188170,136.8392200,0.8782,2.99400,2.9410e+02,1.91,0.0763,85.37,800.0,97.06,3,5173.00,4.422,0.2600,0.9390,0.8500,,285.999880,40.919319,14.194
638,5689351,K00505.05,Kepler-169 f,CONFIRMED,87.090599400,187.3177400,0.0914,6.23600,1.1667e+03,3.12,0.3644,89.95,366.0,4.26,2,5173.00,4.422,0.2600,0.9390,0.8500,,285.999880,40.919319,14.194
640,5812960,K00507.01,Kepler-582 b,CONFIRMED,18.492356680,173.4989600,0.2267,3.52970,1.6789e+03,3.39,0.1254,89.95,603.0,31.27,1,5289.00,4.477,-0.1800,0.8380,0.7690,,297.503690,41.057018,14.915
641,6266741,K00508.01,Kepler-170 b,CONFIRMED,7.930587745,169.5160680,0.5646,3.61710,8.3190e+02,2.94,0.0800,87.66,878.0,140.16,1,5655.00,4.481,0.4400,0.9900,1.0810,,284.521180,41.629601,14.387
642,6266741,K00508.02,Kepler-170 c,CONFIRMED,16.665911620,180.2015800,0.0378,4.17010,7.8160e+02,2.72,0.1312,89.95,685.0,52.11,2,5655.00,4.481,0.4400,0.9900,1.0810,,284.521180,41.629601,14.387
643,6381846,K00509.01,Kepler-171 b,CONFIRMED,4.166962173,169.7158720,0.0892,2.72340,8.7990e+02,2.44,0.0491,89.38,1024.0,259.58,1,5641.00,4.556,-0.1600,0.8310,0.9080,,296.771910,41.755539,14.883
644,6381846,K00509.02,Kepler-171 c,CONFIRMED,11.463473600,137.3854700,0.0380,2.55750,1.0245e+03,2.64,0.0963,89.95,731.0,67.48,2,5641.00,4.556,-0.1600,0.8310,0.9080,,296.771910,41.755539,14.883
645,6381846,K00509.03,Kepler-171 d,CONFIRMED,39.602755100,168.0873500,0.3443,7.68800,4.8960e+02,1.84,0.2202,89.38,483.0,12.91,3,5641.00,4.556,-0.1600,0.8310,0.9080,,296.771910,41.755539,14.883
646,6422155,K00510.01,Kepler-172 b,CONFIRMED,2.940304111,169.9045600,0.0352,2.55460,4.9560e+02,2.21,0.0389,89.95,1253.0,582.69,1,5583.00,4.388,0.0200,1.0070,0.9030,,283.368410,41.821861,14.532
647,6422155,K00510.02,Kepler-172 c,CONFIRMED,6.389017550,175.4736200,0.0444,3.29970,5.6210e+02,2.35,0.0652,89.95,968.0,207.42,2,5583.00,4.388,0.0200,1.0070,0.9030,,283.368410,41.821861,14.532
648,6422155,K00510.03,Kepler-172 d,CONFIRMED,14.626989520,136.2421200,0.4606,3.60600,4.7150e+02,2.21,0.1132,88.81,735.0,68.81,3,5583.00,4.388,0.0200,1.0070,0.9030,,283.368410,41.821861,14.532
649,6422155,K00510.04,Kepler-172 e,CONFIRMED,35.118522600,152.1228800,0.0287,3.59100,5.9120e+02,2.41,0.2030,89.95,549.0,21.40,4,5583.00,4.388,0.0200,1.0070,0.9030,,283.368410,41.821861,14.532
650,6451936,K00511.01,Kepler-173 c,CONFIRMED,8.005783665,170.5034420,0.1216,3.10570,6.5780e+02,2.41,0.0725,89.38,956.0,197.06,1,6032.00,4.395,-0.7800,0.9350,0.7930,,294.646700,41.884109,14.209
651,6451936,K00511.02,Kepler-173 b,CONFIRMED,4.263748470,133.7197500,0.3197,2.28850,1.8310e+02,1.28,0.0476,88.81,1179.0,457.15,2,6032.00,4.395,-0.7800,0.9350,0.7930,,294.646700,41.884109,14.209
652,6838050,K00512.01,Kepler-583 b,CONFIRMED,6.510025300,172.9159400,0.1747,3.33020,6.4410e+02,2.89,0.0689,89.38,1017.0,253.24,1,5638.00,4.327,0.3200,1.1530,1.0290,,282.111330,42.354500,14.825
653,6937692,K00513.01,Kepler-584 b,CONFIRMED,35.181030400,170.0997600,0.6804,7.37300,1.0246e+03,4.02,0.2237,88.81,656.0,43.75,1,6466.00,4.373,-0.0400,1.1830,1.2050,,288.230590,42.413620,14.856
657,8015907,K00517.01,Kepler-585 b,CONFIRMED,2.752359753,171.2597490,0.7477,2.11540,8.1940e+02,3.64,0.0384,83.65,1400.0,907.58,1,5749.00,4.300,0.1000,1.1700,0.9940,,286.528500,43.873402,14.034
658,8017703,K00518.01,Kepler-174 b,CONFIRMED,13.981772280,181.9751160,0.0661,2.95260,1.0623e+03,1.88,0.0950,89.95,507.0,15.58,1,4590.00,4.655,-0.6400,0.5950,0.5830,,287.439180,43.832088,14.287
659,8017703,K00518.02,Kepler-174 c,CONFIRMED,44.000428700,210.7603300,0.0182,5.16850,6.4450e+02,1.46,0.2039,89.95,346.0,3.38,3,4590.00,4.655,-0.6400,0.5950,0.5830,,287.439180,43.832088,14.287
660,8017703,K00518.03,Kepler-174 d,CONFIRMED,247.354265000,364.1593800,0.1825,8.68600,1.3229e+03,2.10,0.6448,89.95,194.0,0.34,2,4590.00,4.655,-0.6400,0.5950,0.5830,,287.439180,43.832088,14.287
661,8022244,K00519.01,Kepler-175 b,CONFIRMED,11.903508580,178.3423900,0.5861,4.29950,6.8130e+02,2.72,0.1047,88.24,827.0,110.54,1,6063.00,4.470,-0.0200,1.0010,1.0790,,289.553280,43.876179,14.939
662,8022244,K00519.02,Kepler-175 c,CONFIRMED,34.035055900,134.4279600,0.8619,7.08900,7.8500e+02,3.22,0.2109,87.66,583.0,27.24,2,6063.00,4.470,-0.0200,1.0010,1.0790,,289.553280,43.876179,14.939
663,8037145,K00520.01,Kepler-176 c,CONFIRMED,12.759348340,170.3214200,0.2538,3.51160,9.3920e+02,2.64,0.1004,89.38,682.0,51.05,1,5229.00,4.470,0.0700,0.8770,0.8260,,294.667970,43.853260,14.550
664,8037145,K00520.02,Kepler-176 b,CONFIRMED,5.433121690,138.3686100,0.0930,2.36870,2.7240e+02,1.41,0.0568,89.95,906.0,159.51,3,5229.00,4.470,0.0700,0.8770,0.8260,,294.667970,43.853260,14.550
665,8037145,K00520.03,Kepler-176 d,CONFIRMED,25.752600280,136.4436700,0.8581,2.91400,8.0570e+02,2.90,0.1604,88.81,539.0,20.00,2,5229.00,4.470,0.0700,0.8770,0.8260,,294.667970,43.853260,14.550
666,8037145,K00520.04,Kepler-176 e,CONFIRMED,51.165790000,172.3084000,0.4537,4.71500,3.0470e+02,1.54,0.2534,89.38,429.0,8.01,4,5229.00,4.470,0.0700,0.8770,0.8260,,294.667970,43.853260,14.550
670,8806123,K00523.01,Kepler-177 c,CONFIRMED,49.411175820,198.2388710,0.8875,5.31130,3.5848e+03,7.48,0.2701,88.81,545.0,20.87,1,6220.00,4.414,-0.1000,1.0660,1.0700,,286.047120,45.053211,15.000
671,8806123,K00523.02,Kepler-177 b,CONFIRMED,36.856800800,138.9070500,0.9136,8.67400,8.0350e+02,3.62,0.2222,86.52,601.0,30.83,2,6220.00,4.414,-0.1000,1.0660,1.0700,,286.047120,45.053211,15.000
674,9157634,K00526.01,Kepler-586 b,CONFIRMED,2.104722184,171.0439390,0.0584,1.75750,9.4280e+02,2.96,0.0331,89.38,1367.0,824.28,1,5705.00,4.497,0.3600,0.9760,1.0900,,293.057220,45.551189,14.427
676,9941859,K00528.01,Kepler-178 b,CONFIRMED,9.576664980,176.6830630,0.0027,3.34680,7.5160e+02,2.83,0.0841,89.95,881.0,142.50,1,5675.00,4.338,-0.1800,1.0420,0.8610,,287.101100,46.896481,14.598
677,9941859,K00528.02,Kepler-178 d,CONFIRMED,96.678192600,140.1833100,0.5469,5.76050,1.0214e+03,3.43,0.3926,89.95,408.0,6.54,2,5675.00,4.338,-0.1800,1.0420,0.8610,,287.101100,46.896481,14.598
678,9941859,K00528.03,Kepler-178 c,CONFIRMED,20.552807930,145.0272400,0.5479,2.20160,7.4770e+02,2.94,0.1399,89.38,683.0,51.50,3,5675.00,4.338,-0.1800,1.0420,0.8610,,287.101100,46.896481,14.598
680,10266615,K00530.01,Kepler-587 b,CONFIRMED,10.940278410,170.3065200,0.5044,2.28680,5.8450e+02,2.16,0.0955,89.38,767.0,81.96,1,5757.00,4.544,-0.0800,0.8720,0.9680,,288.670680,47.399139,14.909
682,10454313,K00532.01,Kepler-588 b,CONFIRMED,4.221625357,173.6998750,0.0308,2.89590,6.8550e+02,2.59,0.0520,89.95,1177.0,453.20,1,6123.00,4.472,-0.1400,0.9870,1.0530,,284.257200,47.688950,14.708
683,10513530,K00533.01,Kepler-589 b,CONFIRMED,16.549649340,171.6941800,0.0374,4.00430,7.8690e+02,2.52,0.1196,89.95,656.0,43.72,1,5372.00,4.434,-0.0200,0.9160,0.8320,,280.641360,47.751942,14.680
685,10554999,K00534.01,Kepler-179 c,CONFIRMED,6.400147394,174.0236400,0.6696,1.86720,7.8840e+02,2.26,0.0637,88.24,807.0,100.33,1,5294.00,4.599,-0.1600,0.7610,0.8490,,298.663730,47.762039,14.613
686,10554999,K00534.02,Kepler-179 b,CONFIRMED,2.735903375,171.0956100,0.0532,1.97650,4.4930e+02,1.58,0.0361,89.95,1072.0,312.39,2,5294.00,4.599,-0.1600,0.7610,0.8490,,298.663730,47.762039,14.613
687,10873260,K00535.01,Kepler-590 b,CONFIRMED,5.852962570,171.1822760,0.3699,4.60030,1.1745e+03,3.51,0.0647,87.66,1056.0,293.93,1,6050.00,4.450,-0.0400,1.0130,1.0500,,296.385530,48.233452,14.434
688,10965008,K00536.01,Kepler-591 b,CONFIRMED,81.169429900,178.5932100,0.5484,7.70900,1.2331e+03,3.41,0.3719,89.38,412.0,6.82,1,5865.00,4.505,0.0400,0.9440,1.0380,,286.024020,48.431770,14.499
689,11073351,K00537.01,Kepler-592 b,CONFIRMED,2.820192408,170.7876130,0.4840,2.50770,4.7920e+02,2.17,0.0397,86.52,1326.0,730.86,1,6091.00,4.487,-0.1400,0.9670,1.0450,,285.790680,48.683262,14.665
690,11090765,K00538.01,Kepler-593 b,CONFIRMED,21.217089730,171.6510000,0.3099,5.36430,6.5150e+02,2.60,0.1508,89.38,706.0,58.63,1,6191.00,4.438,-0.2400,1.0070,1.0100,,294.951450,48.651192,14.560
692,11656721,K00541.01,Kepler-594 b,CONFIRMED,13.646181920,180.3481600,0.0595,3.37400,6.6670e+02,2.13,0.1086,89.95,681.0,50.99,1,5575.00,4.558,-0.0800,0.8340,0.9170,,288.921570,49.762032,14.748
693,11669239,K00542.01,Kepler-180 c,CONFIRMED,41.885483400,178.6916500,0.0481,6.10280,6.9450e+02,2.69,0.2259,89.95,540.0,20.05,1,5735.00,4.356,-0.2000,1.0280,0.8750,,295.571350,49.774578,14.350
694,11669239,K00542.02,Kepler-180 b,CONFIRMED,13.817318170,135.0349000,0.0535,3.77400,2.1870e+02,1.51,0.1078,89.95,781.0,88.04,2,5735.00,4.356,-0.2000,1.0280,0.8750,,295.571350,49.774578,14.350
695,11823054,K00543.01,Kepler-181 c,CONFIRMED,4.302143627,173.4379050,0.1935,1.96870,7.6740e+02,2.08,0.0488,89.38,927.0,174.86,1,5324.00,4.597,-0.1800,0.7610,0.8400,,296.151400,50.095810,14.707
696,11823054,K00543.02,Kepler-181 b,CONFIRMED,3.137848829,133.5557200,0.2752,1.91480,3.1080e+02,1.33,0.0395,88.81,1031.0,266.89,2,5324.00,4.597,-0.1800,0.7610,0.8400,,296.151400,50.095810,14.707
699,12058931,K00546.01,Kepler-182 c,CONFIRMED,20.684223110,170.1909700,0.6024,6.46150,9.5280e+02,3.69,0.1565,88.24,742.0,71.48,1,6215.00,4.397,0.1400,1.1450,1.1950,,289.830110,50.586239,14.896
700,12058931,K00546.02,Kepler-182 b,CONFIRMED,9.825784350,131.4247600,0.7700,5.11030,4.7570e+02,2.73,0.0953,85.37,950.0,192.75,2,6215.00,4.397,0.1400,1.1450,1.1950,,289.830110,50.586239,14.896
701,12116489,K00547.01,Kepler-595 b,CONFIRMED,25.302923320,188.0602420,0.0418,4.52040,2.2189e+03,3.77,0.1648,89.95,519.0,17.15,1,5271.00,4.578,0.2100,0.8210,0.9300,,294.570400,50.673019,14.773
703,12600735,K00548.01,Kepler-596 b,CONFIRMED,21.300226550,189.7055600,0.0792,4.08820,6.7690e+02,2.92,0.1542,89.95,752.0,75.75,1,6343.00,4.375,-0.1600,1.1150,1.0690,,289.500670,51.685730,14.020
705,4165473,K00550.01,Kepler-597 b,CONFIRMED,13.023658610,178.5240900,0.5010,3.97140,6.2240e+02,2.22,0.1070,88.81,737.0,69.76,1,5870.00,4.545,-0.2000,0.8670,0.9590,,293.470120,39.252811,14.070
706,4270253,K00551.01,Kepler-183 c,CONFIRMED,11.637017340,178.8450600,0.1094,3.35000,6.4730e+02,2.39,0.1018,89.95,791.0,92.50,1,5888.00,4.504,0.0200,0.9440,1.0370,,293.530850,39.315891,14.943
707,4270253,K00551.02,Kepler-183 b,CONFIRMED,5.687983100,133.9562000,0.1977,2.21380,5.4220e+02,2.19,0.0632,89.38,1004.0,239.99,2,5888.00,4.504,0.0200,0.9440,1.0370,,293.530850,39.315891,14.943
711,5709725,K00555.01,Kepler-598 b,CONFIRMED,3.701754280,172.4504000,0.3069,2.62620,2.9850e+02,1.53,0.0438,88.24,1049.0,286.23,2,5252.00,4.442,0.0400,0.8980,0.8150,,293.123410,40.934769,14.759
714,5774349,K00557.01,Kepler-599 b,CONFIRMED,15.655626520,170.7835700,0.7884,4.10750,1.0244e+03,2.97,0.1128,87.66,623.0,35.62,1,5185.00,4.484,-0.0600,0.8370,0.7790,,285.911500,41.069439,14.970
717,6501635,K00560.01,Kepler-600 b,CONFIRMED,23.675176070,179.2760400,0.8151,4.61200,1.0197e+03,2.81,0.1540,88.24,527.0,18.28,1,5302.00,4.589,-0.0600,0.7830,0.8750,,283.833070,41.978649,14.721
718,6665695,K00561.01,Kepler-601 b,CONFIRMED,5.378868441,169.6151800,0.7349,2.71540,5.0830e+02,1.77,0.0547,85.94,836.0,115.57,1,5207.00,4.595,-0.3200,0.7250,0.7560,,282.004610,42.176529,14.005
719,6707833,K00563.01,Kepler-602 b,CONFIRMED,15.284694970,175.6226100,0.3073,5.90100,3.3720e+02,1.84,0.1231,88.81,773.0,84.23,1,6170.00,4.472,-0.1600,0.9920,1.0630,,296.031980,42.141960,14.519
720,6786037,K00564.01,Kepler-603 b,CONFIRMED,21.053585960,171.9243300,0.0130,7.21440,6.7560e+02,2.35,0.1484,89.95,650.0,42.09,2,5960.00,4.516,-0.2000,0.9060,0.9830,,294.280980,42.290970,14.854
721,6786037,K00564.02,Kepler-603 c,CONFIRMED,127.907577400,246.4495300,0.4665,13.49800,3.9365e+03,5.80,0.4942,89.38,356.0,3.80,1,5960.00,4.516,-0.2000,0.9060,0.9830,,294.280980,42.290970,14.854
722,6786037,K00564.03,Kepler-603 d,CONFIRMED,6.217129200,131.7216400,0.0355,3.70100,1.8060e+02,1.22,0.0658,89.95,976.0,214.09,3,5960.00,4.516,-0.2000,0.9060,0.9830,,294.280980,42.290970,14.854
724,7119481,K00566.01,Kepler-604 b,CONFIRMED,25.855017860,192.5751800,0.0016,3.92630,6.2900e+02,2.42,0.1735,89.95,637.0,38.81,1,6122.00,4.487,-0.1800,0.9640,1.0410,,292.316010,42.626251,14.718
726,7445445,K00567.01,Kepler-184 b,CONFIRMED,10.687574790,169.9317800,0.1788,3.25320,7.8800e+02,2.42,0.0907,89.38,785.0,89.99,1,5783.00,4.508,-0.3400,0.8600,0.8690,,291.951900,43.074711,14.338
727,7445445,K00567.02,Kepler-184 c,CONFIRMED,20.303024570,176.8030400,0.4256,4.42990,5.4360e+02,2.04,0.1391,89.38,634.0,38.26,2,5783.00,4.508,-0.3400,0.8600,0.8690,,291.951900,43.074711,14.338
728,7445445,K00567.03,Kepler-184 d,CONFIRMED,29.022352610,198.3707800,0.8923,3.96660,6.2600e+02,2.53,0.1765,88.24,563.0,23.76,3,5783.00,4.508,-0.3400,0.8600,0.8690,,291.951900,43.074711,14.338
729,7595157,K00568.01,Kepler-605 b,CONFIRMED,3.383538066,169.6395400,0.0827,1.43650,2.7240e+02,1.33,0.0429,89.95,1049.0,285.94,1,5438.00,4.574,0.0200,0.8200,0.9200,,287.295440,43.279869,14.140
730,7595157,K00568.02,Kepler-605 c,CONFIRMED,2.358951515,132.6911900,0.0831,1.63300,9.8700e+01,0.80,0.0337,89.38,1183.0,463.37,2,5438.00,4.574,0.0200,0.8200,0.9200,,287.295440,43.279869,14.140
731,8008206,K00569.01,Kepler-185 c,CONFIRMED,20.729133580,185.4305100,0.2343,2.77040,5.8310e+02,1.88,0.1381,89.95,550.0,21.60,1,5205.00,4.552,-0.0600,0.7920,0.8150,,282.468110,43.889912,14.458
732,8008206,K00569.02,Kepler-185 b,CONFIRMED,1.632918853,134.5487400,0.3653,1.60310,2.1720e+02,1.16,0.0254,87.09,1282.0,638.67,2,5205.00,4.552,-0.0600,0.7920,0.8150,,282.468110,43.889912,14.458
734,8120608,K00571.01,Kepler-186 c,CONFIRMED,7.267301170,174.3144000,0.2004,2.28170,7.0380e+02,1.23,0.0575,89.38,469.0,11.46,1,3761.00,4.793,-0.2100,0.4600,0.4800,,298.652710,43.955021,14.625
735,8120608,K00571.02,Kepler-186 d,CONFIRMED,13.343007890,176.9037800,0.8381,2.90020,8.7280e+02,1.53,0.0862,87.66,383.0,5.10,2,3761.00,4.793,-0.2100,0.4600,0.4800,,298.652710,43.955021,14.625
736,8120608,K00571.03,Kepler-186 b,CONFIRMED,3.886789356,133.3305000,0.0741,1.80980,5.1420e+02,1.05,0.0379,89.95,578.0,26.38,3,3761.00,4.793,-0.2100,0.4600,0.4800,,298.652710,43.955021,14.625
737,8120608,K00571.04,Kepler-186 e,CONFIRMED,22.407774440,153.7989800,0.5420,3.31990,7.0890e+02,1.26,0.1218,89.38,322.0,2.55,4,3761.00,4.793,-0.2100,0.4600,0.4800,,298.652710,43.955021,14.625
738,8120608,K00571.05,Kepler-186 f,CONFIRMED,129.945770000,176.8192000,0.7087,5.44800,4.6660e+02,1.06,0.3931,89.95,179.0,0.25,5,3761.00,4.793,-0.2100,0.4600,0.4800,,298.652710,43.955021,14.625
739,8193178,K00572.01,Kepler-187 c,CONFIRMED,10.640222720,179.7770900,0.7636,5.43570,4.6590e+02,2.58,0.0913,85.94,910.0,161.98,1,5945.00,4.308,-0.3400,1.0990,0.8960,,299.796450,44.089310,14.173
740,8193178,K00572.02,Kepler-187 b,CONFIRMED,4.938865070,135.9513700,0.3804,4.37200,1.2790e+02,1.26,0.0547,87.09,1175.0,451.27,2,5945.00,4.308,-0.3400,1.0990,0.8960,,299.796450,44.089310,14.173
741,8344004,K00573.01,Kepler-188 c,CONFIRMED,5.996534997,172.5050900,0.6064,3.27520,7.2960e+02,3.08,0.0644,87.09,1094.0,338.58,1,6020.00,4.356,-0.1400,1.0930,0.9890,,281.279720,44.315529,14.674
742,8344004,K00573.02,Kepler-188 b,CONFIRMED,2.061907358,133.1994200,0.1696,1.86870,2.3010e+02,1.66,0.0316,88.81,1562.0,1406.24,2,6020.00,4.356,-0.1400,1.0930,0.9890,,281.279720,44.315529,14.674
743,8355239,K00574.01,Kepler-189 c,CONFIRMED,20.134889680,171.3666000,0.7094,3.67540,1.2080e+03,2.81,0.1361,88.81,543.0,20.57,1,5228.00,4.600,-0.1400,0.7550,0.8360,,287.564730,44.305000,14.859
744,8355239,K00574.02,Kepler-189 b,CONFIRMED,10.399901940,141.5120400,0.0517,3.41000,3.2560e+02,1.33,0.0876,89.95,677.0,49.66,2,5228.00,4.600,-0.1400,0.7550,0.8360,,287.564730,44.305000,14.859
745,8367113,K00575.01,Kepler-606 b,CONFIRMED,24.315759920,183.4079900,0.6216,4.13830,6.6380e+02,2.78,0.1693,88.81,679.0,50.35,1,6241.00,4.450,-0.1400,1.0310,1.0880,,292.427400,44.381271,14.686
748,8558011,K00577.02,Kepler-607 b,CONFIRMED,0.638163204,131.7490900,0.2775,1.18390,1.2530e+02,0.99,0.0135,85.94,1876.0,2928.31,2,5244.00,4.449,0.0200,0.8880,0.8080,,291.057220,44.632381,14.405
749,8565266,K00578.01,Kepler-608 b,CONFIRMED,6.412515037,169.8795900,0.6473,5.30870,1.1943e+03,4.03,0.0685,84.80,1069.0,308.76,1,6026.00,4.366,-0.0200,1.1080,1.0380,,293.882930,44.638088,14.684
750,8616637,K00579.01,Kepler-190 b,CONFIRMED,2.020001021,170.0700860,0.1846,1.83600,3.4170e+02,1.43,0.0298,88.81,1186.0,467.85,1,5239.00,4.585,0.0000,0.7850,0.8680,,288.584050,44.733799,14.137
751,8616637,K00579.02,Kepler-190 c,CONFIRMED,3.763042361,132.5932500,0.0010,1.51470,3.6130e+02,1.46,0.0451,89.95,964.0,204.26,2,5239.00,4.585,0.0000,0.7850,0.8680,,288.584050,44.733799,14.137
752,8625925,K00580.01,Kepler-609 b,CONFIRMED,6.521210666,175.7108300,0.5228,2.80910,7.9520e+02,2.60,0.0682,88.24,932.0,178.27,1,5822.00,4.529,-0.0600,0.8980,0.9940,,292.220310,44.700031,14.856
753,8822216,K00581.01,Kepler-610 b,CONFIRMED,6.996926554,175.9142440,0.0232,2.73770,1.3823e+03,3.28,0.0719,89.95,888.0,147.07,1,5713.00,4.541,0.0700,0.8930,1.0100,,293.171330,45.065601,14.807
754,8822216,K00581.02,Kepler-610 c,CONFIRMED,151.863920000,143.3151700,0.4692,8.62200,8.4120e+02,2.63,0.5594,89.95,318.0,2.43,2,5713.00,4.541,0.0700,0.8930,1.0100,,293.171330,45.065601,14.807
755,9020160,K00582.01,Kepler-191 d,CONFIRMED,5.945041017,170.4729800,0.0501,2.57110,8.6180e+02,2.26,0.0616,89.95,832.0,113.11,1,5275.00,4.590,0.0000,0.7870,0.8830,,291.183380,45.323170,14.808
756,9020160,K00582.02,Kepler-191 c,CONFIRMED,17.738520540,148.9861500,0.7462,2.92900,6.0860e+02,2.11,0.1276,88.81,578.0,26.36,2,5275.00,4.590,0.0000,0.7870,0.8830,,291.183380,45.323170,14.808
757,9020160,K00582.03,Kepler-191 b,CONFIRMED,9.939678570,131.5819100,0.1660,2.96100,3.0110e+02,1.34,0.0867,89.38,701.0,57.10,3,5275.00,4.590,0.0000,0.7870,0.8830,,291.183380,45.323170,14.808
758,9076513,K00583.01,Kepler-611 b,CONFIRMED,2.437033302,170.7372400,0.4941,3.20100,2.5540e+02,1.61,0.0365,84.80,1371.0,834.02,1,5984.00,4.490,0.0700,0.9840,1.0900,,286.004940,45.480389,14.573
759,9146018,K00584.01,Kepler-192 b,CONFIRMED,9.926725140,175.6862850,0.2650,3.78790,7.4290e+02,2.20,0.0871,89.38,747.0,73.61,1,5543.00,4.568,-0.1400,0.8130,0.8910,,287.917910,45.592869,14.129
760,9146018,K00584.02,Kepler-192 c,CONFIRMED,21.223472960,170.3747100,0.8364,5.03450,6.0450e+02,2.27,0.1445,87.66,580.0,26.74,2,5543.00,4.568,-0.1400,0.8130,0.8910,,287.917910,45.592869,14.129
761,9146018,K00584.03,Kepler-192 d,CONFIRMED,6.470275790,136.5066200,0.1448,3.24100,1.2160e+02,0.89,0.0654,89.38,862.0,130.56,3,5543.00,4.568,-0.1400,0.8130,0.8910,,287.917910,45.592869,14.129
762,9279669,K00585.01,Kepler-612 b,CONFIRMED,3.722156413,171.5602860,0.6393,1.99110,8.0590e+02,2.42,0.0451,87.09,1051.0,288.29,1,5618.00,4.566,-0.2200,0.8110,0.8840,,291.354640,45.747898,14.911
763,9570741,K00586.01,Kepler-613 b,CONFIRMED,15.779796140,175.9701400,0.0585,4.03340,5.8150e+02,2.19,0.1232,89.95,713.0,60.96,1,5941.00,4.519,-0.1400,0.9110,1.0010,,282.786800,46.244991,14.608
764,9607164,K00587.01,Kepler-614 b,CONFIRMED,14.034915140,171.6050900,0.4065,3.57950,8.9070e+02,2.35,0.1027,89.38,641.0,39.97,1,5258.00,4.513,-0.3200,0.7850,0.7310,,298.384830,46.276039,14.574
765,9631762,K00588.01,Kepler-615 b,CONFIRMED,10.355846570,175.6816600,0.1872,2.81210,6.8120e+02,1.36,0.0756,89.38,534.0,19.18,1,4523.00,4.702,-0.9800,0.5410,0.5370,,282.450590,46.321400,14.337
766,9782691,K00590.01,Kepler-193 b,CONFIRMED,11.388399710,174.5538000,0.0759,3.63070,4.5710e+02,2.44,0.1058,89.95,917.0,167.32,1,6343.00,4.411,0.0700,1.1370,1.2130,,296.498600,46.577240,14.615
767,9782691,K00590.02,Kepler-193 c,CONFIRMED,50.698444800,141.3169700,0.1254,5.89300,6.2320e+02,2.85,0.2862,89.95,558.0,22.86,2,6343.00,4.411,0.0700,1.1370,1.2130,,296.498600,46.577240,14.615
770,9958962,K00593.01,Kepler-616 b,CONFIRMED,9.997618510,171.7877400,0.2341,3.24290,6.4360e+02,2.48,0.0927,89.38,860.0,129.18,1,6004.00,4.484,-0.0200,0.9770,1.0610,,294.989140,46.838329,14.957
771,9958962,K00593.02,Kepler-616 c,CONFIRMED,90.411355600,208.5039900,0.1992,6.52300,1.1868e+03,3.37,0.4024,89.95,413.0,6.86,2,6004.00,4.484,-0.0200,0.9770,1.0610,,294.989140,46.838329,14.957
774,10388286,K00596.01,Kepler-617 b,CONFIRMED,1.682696148,170.4529720,0.1187,1.38000,7.5290e+02,1.27,0.0218,89.38,753.0,76.13,1,3678.00,4.784,0.0000,0.4700,0.4900,,283.740690,47.516289,14.818
775,10600261,K00597.01,Kepler-194 c,CONFIRMED,17.307976250,176.9426700,0.2102,5.02270,6.6080e+02,2.60,0.1294,89.38,748.0,74.01,1,6085.00,4.417,-0.3000,1.0050,0.9620,,291.971440,47.864170,14.915
